Symbol,Company Name,Last Price,Change,% Change,Market Time,Volume,Avg Vol (3 month),Market Cap,Date
HEX-USD,-,0.11967449,0,0.0199,8:09 PM UTC,14.16M,23.19M,20.75B,3/4/2022
DOT-USD,-,18.800674,-0.64,-0.0328,8:09 PM UTC,717.25M,1.25B,18.57B,3/4/2022
BUSD-USD,-,0.9993135,0,0.0003,8:09 PM UTC,5.23B,8.09B,17.79B,3/4/2022
DOGE-USD,-,0.119309194,0,-0.0278,8:09 PM UTC,456.55M,849.84M,15.83B,3/4/2022
UST-USD,-,1.0040029,0,0.0001,8:09 PM UTC,355.53M,395.82M,15.43B,3/4/2022
SHIB-USD,-,2.31E-05,0,-0.0304,8:09 PM UTC,1.29B,1.27B,12.69B,3/4/2022
MATIC-USD,-,1.4831116,-0.03,-0.0213,8:09 PM UTC,528.81M,1.40B,11.41B,3/4/2022
WBTC-USD,-,41388.434,-542.24,-0.0129,8:09 PM UTC,121.64M,222.16M,11.30B,3/4/2022
CRO-USD,-,0.40903652,-0.01,-0.0138,8:09 PM UTC,55.67M,162.66M,10.33B,3/4/2022
DAI-USD,-,0.99968606,0,0.0002,8:09 PM UTC,175.31M,392.74M,9.97B,3/4/2022
LTC-USD,-,115.86376,2.49,0.022,8:10 PM UTC,887.29M,935.39M,8.10B,3/4/2022
ATOM-USD,-,27.929003,-0.73,-0.0256,8:09 PM UTC,447.73M,1.21B,8.00B,3/4/2022
NEAR-USD,-,10.806781,-0.5,-0.0443,8:09 PM UTC,346.71M,777.38M,7.10B,3/4/2022
LINK-USD,-,14.662689,-0.4,-0.0267,8:09 PM UTC,530.55M,1.08B,6.85B,3/4/2022
UNI1-USD,-,9.316548,-0.41,-0.0422,8:09 PM UTC,200.05M,271.99M,6.41B,3/4/2022
TRX-USD,-,0.061455805,0,-0.0069,8:09 PM UTC,885.71M,1.02B,6.25B,3/4/2022
WTRX-USD,-,0.061242323,0,-0.0119,8:09 PM UTC,1.07M,-,6.23B,3/4/2022
FTT-USD,-,44.223873,-0.5,-0.0112,8:09 PM UTC,67.51M,169.16M,6.08B,3/4/2022
BCH-USD,-,319.496,-2.4,-0.0075,8:09 PM UTC,3.45B,4.47B,6.07B,3/4/2022
STETH-USD,-,2868.781,-92.47,-0.0312,8:09 PM UTC,567.60k,8.64M,5.78B,3/4/2022
BTC-USD,-,41900.133,949.89,0.0232,2:35 AM UTC,26.48B,26.72B,795.69B,3/5/2022
ETH-USD,-,2957.0898,103.91,0.0364,2:35 AM UTC,16.39B,14.66B,355.02B,3/5/2022
USDT-USD,-,1.0003905,0,0,2:35 AM UTC,67.30B,57.74B,80.79B,3/5/2022
BNB-USD,-,401.7528,13.94,0.0359,2:35 AM UTC,1.72B,2.08B,66.34B,3/5/2022
USDC-USD,-,0.999868,0,0.0003,2:35 AM UTC,3.53B,"1,835.52B",52.96B,3/5/2022
XRP-USD,-,0.8495606,0.05,0.0595,2:35 AM UTC,2.69B,2.29B,40.88B,3/5/2022
LUNA1-USD,-,95.13718,3.02,0.0327,2:35 AM UTC,2.93B,2.56B,34.56B,3/5/2022
ADA-USD,-,0.9230957,0.05,0.0586,2:35 AM UTC,1.29B,1.52B,31.12B,3/5/2022
SOL-USD,-,90.13257,2.51,0.0287,2:35 AM UTC,1.67B,2.17B,28.87B,3/5/2022
AVAX-USD,-,88.22217,4.36,0.052,2:35 AM UTC,2.15B,1.14B,23.58B,3/5/2022
HEX-USD,-,0.117667355,0,-0.0015,2:35 AM UTC,10.63M,22.61M,20.40B,3/5/2022
DOT-USD,-,19.104052,0.49,0.0262,2:35 AM UTC,769.56M,1.25B,18.87B,3/5/2022
BUSD-USD,-,1.0017121,0,0.0016,2:35 AM UTC,5.97B,8.14B,17.75B,3/5/2022
DOGE-USD,-,0.12102056,0,0.0156,2:35 AM UTC,465.42M,846.71M,16.06B,3/5/2022
UST-USD,-,1.0012884,0,-0.0016,2:35 AM UTC,535.54M,399.17M,15.54B,3/5/2022
SHIB-USD,-,2.34E-05,0,0.0394,2:35 AM UTC,737.88M,1.25B,12.83B,3/5/2022
MATIC-USD,-,1.4883866,0.03,0.0229,2:35 AM UTC,618.72M,1.35B,11.45B,3/5/2022
WBTC-USD,-,41761.7,677.18,0.0165,2:35 AM UTC,147.09M,220.84M,11.43B,3/5/2022
CRO-USD,-,0.41322646,0.01,0.0261,2:35 AM UTC,54.68M,160.13M,10.44B,3/5/2022
DAI-USD,-,0.9995237,0,0.0002,2:35 AM UTC,249.14M,388.49M,9.97B,3/5/2022
LTC-USD,-,118.652084,3.74,0.0326,2:35 AM UTC,874.26M,931.18M,8.29B,3/5/2022
ATOM-USD,-,28.005005,0.22,0.0079,2:35 AM UTC,553.66M,1.22B,8.02B,3/5/2022
NEAR-USD,-,11.138102,0.53,0.0499,2:35 AM UTC,498.96M,774.24M,7.33B,3/5/2022
LINK-USD,-,15.365491,0.93,0.0643,2:35 AM UTC,656.73M,1.08B,7.18B,3/5/2022
UNI1-USD,-,9.630323,0.33,0.035,2:35 AM UTC,241.00M,272.65M,6.62B,3/5/2022
BCH-USD,-,340.46002,16.08,0.0496,2:35 AM UTC,3.79B,4.45B,6.47B,3/5/2022
TRX-USD,-,0.06230212,0,0.0156,2:35 AM UTC,964.04M,1.01B,6.34B,3/5/2022
WTRX-USD,-,0.06210371,0,0.0102,2:35 AM UTC,735.47k,-,6.32B,3/5/2022
FTT-USD,-,45.37753,1.49,0.034,2:35 AM UTC,110.13M,169.28M,6.24B,3/5/2022
LEO-USD,-,6.2072015,0.11,0.0174,2:35 AM UTC,8.21M,6.40M,5.92B,3/5/2022
BTC-USD,-,42764.715,1539.18,0.0373,1:57 PM UTC,36.52B,26.70B,812.13B,3/6/2022
ETH-USD,-,2996.7024,76.06,0.026,1:57 PM UTC,19.09B,14.66B,359.80B,3/6/2022
USDT-USD,-,1.0003653,0,0,1:57 PM UTC,79.07B,57.82B,80.78B,3/6/2022
BNB-USD,-,407.3539,11.82,0.0299,1:57 PM UTC,1.96B,2.08B,67.26B,3/6/2022
USDC-USD,-,0.9998559,0,0,1:57 PM UTC,4.10B,"1,814.93B",53.03B,3/6/2022
XRP-USD,-,0.8440582,0.03,0.0373,1:57 PM UTC,2.87B,2.29B,40.62B,3/6/2022
LUNA1-USD,-,93.30738,-1.61,-0.0169,1:57 PM UTC,2.67B,2.57B,33.85B,3/6/2022
ADA-USD,-,0.9733164,0.07,0.0826,1:57 PM UTC,1.72B,1.52B,32.81B,3/6/2022
SOL-USD,-,91.59069,1.46,0.0162,1:57 PM UTC,1.82B,2.16B,29.34B,3/6/2022
AVAX-USD,-,85.980125,-4.5,-0.0497,1:57 PM UTC,2.11B,1.15B,22.98B,3/6/2022
HEX-USD,-,0.11662281,0,-0.0261,1:57 PM UTC,12.08M,22.48M,20.22B,3/6/2022
DOT-USD,-,19.845709,0.98,0.0521,1:57 PM UTC,1.11B,1.23B,19.60B,3/6/2022
BUSD-USD,-,1.0008035,0,-0.0002,1:57 PM UTC,6.36B,8.12B,17.73B,3/6/2022
DOGE-USD,-,0.1230728,0,0.0264,1:57 PM UTC,600.00M,842.13M,16.33B,3/6/2022
UST-USD,-,1.0021111,0,0,1:57 PM UTC,592.85M,400.52M,15.60B,3/6/2022
SHIB-USD,-,2.37E-05,0,0.0211,1:57 PM UTC,889.09M,1.25B,13.03B,3/6/2022
WBTC-USD,-,42724.68,1399.37,0.0339,1:57 PM UTC,191.79M,219.86M,11.69B,3/6/2022
MATIC-USD,-,1.5135472,0.03,0.0187,1:57 PM UTC,759.57M,1.34B,11.65B,3/6/2022
CRO-USD,-,0.4147109,0.01,0.0136,1:57 PM UTC,63.04M,158.92M,10.48B,3/6/2022
DAI-USD,-,0.99919385,0,-0.0006,1:57 PM UTC,329.66M,386.86M,9.96B,3/6/2022
LTC-USD,-,121.566956,6.22,0.0539,1:57 PM UTC,1.14B,930.08M,8.50B,3/6/2022
ATOM-USD,-,28.401178,0.36,0.013,1:57 PM UTC,685.20M,1.21B,8.13B,3/6/2022
NEAR-USD,-,11.284784,0.14,0.0121,1:57 PM UTC,553.43M,770.71M,7.43B,3/6/2022
LINK-USD,-,15.626791,0.49,0.0322,1:57 PM UTC,789.54M,1.08B,7.30B,3/6/2022
BCH-USD,-,372.0967,40.77,0.1231,1:57 PM UTC,4.33B,4.45B,7.08B,3/6/2022
UNI1-USD,-,9.911957,0.39,0.0411,1:57 PM UTC,303.48M,272.17M,6.83B,3/6/2022
WTRX-USD,-,0.06330174,0,0.0263,1:57 PM UTC,1.09M,-,6.44B,3/6/2022
TRX-USD,-,0.06322283,0,0.0261,1:57 PM UTC,1.08B,1.01B,6.43B,3/6/2022
FTT-USD,-,45.794094,1.16,0.026,1:57 PM UTC,143.56M,168.53M,6.29B,3/6/2022
STETH-USD,-,2990.0645,69.57,0.0238,1:57 PM UTC,851.49k,8.27M,6.02B,3/6/2022
BTC-USD,-,42497.156,618.56,0.0148,2:31 AM UTC,31.96B,26.68B,807.07B,3/7/2022
ETH-USD,-,2984.813,30,0.0102,2:31 AM UTC,16.78B,14.63B,358.39B,3/7/2022
USDT-USD,-,1.0003572,0,-0.0001,2:31 AM UTC,72.08B,57.69B,80.85B,3/7/2022
BNB-USD,-,405.5483,3.78,0.0094,2:31 AM UTC,1.75B,2.08B,66.96B,3/7/2022
USDC-USD,-,1.0000277,0,0.0001,2:31 AM UTC,3.99B,"1,835.51B",52.69B,3/7/2022
XRP-USD,-,0.83613884,-0.01,-0.0162,2:31 AM UTC,2.35B,2.27B,40.24B,3/7/2022
LUNA1-USD,-,93.51694,-1.5,-0.0158,2:31 AM UTC,1.90B,2.55B,33.86B,3/7/2022
ADA-USD,-,0.98643744,0.06,0.0694,2:31 AM UTC,1.91B,1.51B,33.26B,3/7/2022
SOL-USD,-,91.144936,1.19,0.0132,2:31 AM UTC,1.89B,2.16B,29.21B,3/7/2022
AVAX-USD,-,84.79695,-3.15,-0.0358,2:31 AM UTC,1.74B,1.15B,22.66B,3/7/2022
HEX-USD,-,0.11691751,0,-0.0073,2:31 AM UTC,11.49M,22.44M,20.27B,3/7/2022
DOT-USD,-,20.439823,1.34,0.0703,2:31 AM UTC,1.28B,1.23B,20.19B,3/7/2022
BUSD-USD,-,0.9994517,0,-0.0019,2:31 AM UTC,5.75B,8.15B,17.67B,3/7/2022
DOGE-USD,-,0.12289798,0,0.0157,2:31 AM UTC,605.56M,838.24M,16.30B,3/7/2022
UST-USD,-,1.0024607,0,-0.0005,2:31 AM UTC,517.32M,403.02M,15.67B,3/7/2022
SHIB-USD,-,2.35E-05,0,0.0084,2:31 AM UTC,978.75M,1.24B,12.92B,3/7/2022
MATIC-USD,-,1.5181162,0.03,0.0207,2:31 AM UTC,718.83M,1.32B,11.68B,3/7/2022
WBTC-USD,-,42473.89,737.05,0.0177,2:31 AM UTC,177.14M,219.95M,11.62B,3/7/2022
CRO-USD,-,0.4175178,0,0.011,2:31 AM UTC,76.78M,156.21M,10.55B,3/7/2022
DAI-USD,-,0.999441,0,-0.0005,2:31 AM UTC,321.18M,384.92M,9.93B,3/7/2022
LTC-USD,-,122.25137,3.62,0.0305,2:31 AM UTC,1.12B,925.46M,8.55B,3/7/2022
ATOM-USD,-,28.097395,0.12,0.0044,2:31 AM UTC,749.29M,1.22B,8.05B,3/7/2022
NEAR-USD,-,11.19729,0.06,0.0056,2:31 AM UTC,476.31M,754.35M,7.38B,3/7/2022
LINK-USD,-,15.416578,0.08,0.0051,2:31 AM UTC,699.25M,1.08B,7.20B,3/7/2022
BCH-USD,-,363.78537,23.62,0.0694,2:31 AM UTC,4.63B,4.44B,6.92B,3/7/2022
UNI1-USD,-,9.869379,0.25,0.0261,2:31 AM UTC,281.34M,269.72M,6.80B,3/7/2022
TRX-USD,-,0.064378165,0,0.0336,2:31 AM UTC,1.05B,1.01B,6.55B,3/7/2022
WTRX-USD,-,0.064180635,0,0.0334,2:31 AM UTC,1.56M,-,6.53B,3/7/2022
ETC-USD,-,47.060577,8.06,0.2068,2:31 AM UTC,3.44B,509.78M,6.29B,3/7/2022
FTT-USD,-,45.442303,0.09,0.002,2:31 AM UTC,132.46M,169.24M,6.24B,3/7/2022
BTC-USD,-,42936.348,569.77,0.0134,3:03 AM UTC,26.38B,26.77B,815.45B,3/8/2022
ETH-USD,-,3031.4646,52.41,0.0176,3:03 AM UTC,17.13B,14.67B,364.04B,3/8/2022
USDT-USD,-,1.0003688,0,0,3:03 AM UTC,71.18B,57.81B,80.91B,3/8/2022
BNB-USD,-,409.43002,5.54,0.0137,3:03 AM UTC,1.72B,2.08B,67.60B,3/8/2022
USDC-USD,-,1.0000324,0,0,3:03 AM UTC,3.80B,"1,835.52B",52.45B,3/8/2022
XRP-USD,-,0.83155334,0,-0.0011,3:03 AM UTC,2.07B,2.26B,40.02B,3/8/2022
ADA-USD,-,1.1060246,0.13,0.1329,3:03 AM UTC,3.60B,1.51B,37.29B,3/8/2022
LUNA1-USD,-,95.22339,1.75,0.0188,3:03 AM UTC,1.78B,2.53B,34.41B,3/8/2022
SOL-USD,-,95.49706,4.61,0.0507,3:03 AM UTC,2.31B,2.16B,30.82B,3/8/2022
AVAX-USD,-,84.861725,0.37,0.0044,3:03 AM UTC,1.49B,1.16B,22.68B,3/8/2022
HEX-USD,-,0.12040976,0,0.0364,3:03 AM UTC,12.23M,22.22M,20.88B,3/8/2022
DOT-USD,-,21.017628,0.44,0.0212,3:03 AM UTC,1.30B,1.23B,20.76B,3/8/2022
DOGE-USD,-,0.1355551,0.01,0.1068,3:03 AM UTC,1.42B,824.12M,17.98B,3/8/2022
BUSD-USD,-,1.0004997,0,0.0006,3:03 AM UTC,5.77B,8.17B,17.67B,3/8/2022
UST-USD,-,1.0037197,0,0.0015,3:03 AM UTC,466.39M,406.23M,15.77B,3/8/2022
SHIB-USD,-,2.46E-05,0,0.0501,3:03 AM UTC,1.36B,1.23B,13.50B,3/8/2022
MATIC-USD,-,1.5621285,0.05,0.0311,3:03 AM UTC,772.99M,1.30B,12.02B,3/8/2022
WBTC-USD,-,42878.17,483.59,0.0114,3:03 AM UTC,172.26M,220.31M,11.76B,3/8/2022
CRO-USD,-,0.4359098,0.02,0.0474,3:03 AM UTC,96.80M,149.40M,11.01B,3/8/2022
DAI-USD,-,0.99976945,0,0.0004,3:03 AM UTC,284.89M,383.94M,9.89B,3/8/2022
LTC-USD,-,121.94696,0.52,0.0043,3:03 AM UTC,840.04M,925.89M,8.53B,3/8/2022
ATOM-USD,-,28.340445,0.38,0.0135,3:03 AM UTC,740.47M,1.22B,8.12B,3/8/2022
NEAR-USD,-,12.032508,0.9,0.081,3:03 AM UTC,1.10B,736.22M,7.94B,3/8/2022
LINK-USD,-,15.74876,0.35,0.0227,3:03 AM UTC,640.19M,1.08B,7.35B,3/8/2022
UNI1-USD,-,10.099741,0.23,0.0236,3:03 AM UTC,233.45M,269.21M,6.96B,3/8/2022
BCH-USD,-,358.238,-1.89,-0.0052,3:03 AM UTC,3.66B,4.43B,6.81B,3/8/2022
TRX-USD,-,0.06417692,0,0.0008,3:03 AM UTC,866.15M,1.01B,6.53B,3/8/2022
WTRX-USD,-,0.06404334,0,-0.0019,3:03 AM UTC,1.32M,-,6.51B,3/8/2022
FTT-USD,-,46.19709,0.9,0.02,3:03 AM UTC,119.74M,169.45M,6.35B,3/8/2022
STETH-USD,-,3016.2722,42.68,0.0144,3:03 AM UTC,412.37k,8.25M,6.08B,3/8/2022
BTC-USD,-,42987.023,767.11,0.0182,2:30 PM UTC,29.71B,26.75B,816.43B,3/9/2022
ETH-USD,-,3026.9597,47.23,0.0159,2:30 PM UTC,18.13B,14.69B,363.51B,3/9/2022
USDT-USD,-,1.0004941,0,0.0001,2:30 PM UTC,78.53B,57.93B,80.92B,3/9/2022
BNB-USD,-,407.55096,2.81,0.0069,2:30 PM UTC,1.80B,2.08B,67.29B,3/9/2022
USDC-USD,-,0.9995139,0,-0.0007,2:30 PM UTC,4.35B,"1,814.93B",52.41B,3/9/2022
XRP-USD,-,0.83352965,0,0.003,2:30 PM UTC,2.21B,2.25B,40.11B,3/9/2022
ADA-USD,-,1.1683552,0.1,0.0987,2:30 PM UTC,4.08B,1.54B,39.39B,3/9/2022
LUNA1-USD,-,92.222565,-3.11,-0.0326,2:30 PM UTC,1.95B,2.52B,33.23B,3/9/2022
SOL-USD,-,100.26909,6.98,0.0748,2:30 PM UTC,3.48B,2.16B,32.36B,3/9/2022
HEX-USD,-,0.13686809,0.02,0.166,2:30 PM UTC,17.37M,22.11M,23.73B,3/9/2022
AVAX-USD,-,85.24429,-0.26,-0.003,2:30 PM UTC,1.55B,1.16B,22.78B,3/9/2022
DOT-USD,-,20.553122,-0.05,-0.0026,2:30 PM UTC,1.23B,1.23B,20.30B,3/9/2022
DOGE-USD,-,0.13449173,0.01,0.0975,2:30 PM UTC,2.35B,826.08M,17.84B,3/9/2022
BUSD-USD,-,0.9989417,0,-0.0022,2:29 PM UTC,6.40B,8.14B,17.64B,3/9/2022
UST-USD,-,1.0035899,0,0.001,2:29 PM UTC,437.84M,406.89M,15.86B,3/9/2022
SHIB-USD,-,2.45E-05,0,0.0322,2:30 PM UTC,1.72B,1.23B,13.43B,3/9/2022
MATIC-USD,-,1.6201034,0.09,0.0572,2:30 PM UTC,963.51M,1.29B,12.48B,3/9/2022
WBTC-USD,-,42955.805,760.75,0.018,2:29 PM UTC,183.62M,219.67M,11.78B,3/9/2022
CRO-USD,-,0.43618622,0.01,0.0294,2:30 PM UTC,80.51M,148.76M,11.02B,3/9/2022
DAI-USD,-,0.9992419,0,-0.0003,2:30 PM UTC,314.22M,382.68M,9.80B,3/9/2022
LTC-USD,-,121.08957,0.01,0,2:30 PM UTC,834.90M,925.29M,8.47B,3/9/2022
ATOM-USD,-,28.284513,0.48,0.0171,2:30 PM UTC,752.13M,1.21B,8.10B,3/9/2022
NEAR-USD,-,12.158917,0.93,0.0827,2:29 PM UTC,1.26B,739.24M,8.03B,3/9/2022
LINK-USD,-,15.960324,0.38,0.0246,2:30 PM UTC,758.44M,1.07B,7.45B,3/9/2022
UNI1-USD,-,10.230026,0.33,0.0335,2:30 PM UTC,288.84M,268.71M,7.05B,3/9/2022
BCH-USD,-,355.24887,-9.92,-0.0272,2:30 PM UTC,3.62B,4.42B,6.76B,3/9/2022
TRX-USD,-,0.06479821,0,0.0066,2:30 PM UTC,958.95M,1.01B,6.59B,3/9/2022
WTRX-USD,-,0.06475877,0,0.0085,2:29 PM UTC,1.61M,-,6.59B,3/9/2022
FTT-USD,-,46.772976,1.54,0.0341,2:30 PM UTC,161.03M,168.90M,6.43B,3/9/2022
STETH-USD,-,3011.5916,43.32,0.0146,2:29 PM UTC,364.81k,8.16M,6.07B,3/9/2022
BTC-USD,-,44109.19,1291.11,0.0302,2:03 AM UTC,30.63B,26.84B,837.76B,3/10/2022
ETH-USD,-,3122.5742,96.05,0.0317,2:03 AM UTC,16.88B,14.73B,375.02B,3/10/2022
USDT-USD,-,1.0005038,0,0.0001,2:03 AM UTC,75.65B,58.04B,81.00B,3/10/2022
BNB-USD,-,414.5178,6.13,0.015,2:03 AM UTC,1.78B,2.09B,68.44B,3/10/2022
USDC-USD,-,0.99957055,0,-0.0005,2:03 AM UTC,4.68B,"1,835.53B",52.46B,3/10/2022
XRP-USD,-,0.8412046,0.01,0.0084,2:03 AM UTC,2.22B,2.26B,40.48B,3/10/2022
ADA-USD,-,1.1232351,0.02,0.0172,2:03 AM UTC,3.50B,1.54B,37.87B,3/10/2022
LUNA1-USD,-,93.77756,-1.26,-0.0133,2:03 AM UTC,1.92B,2.52B,33.75B,3/10/2022
SOL-USD,-,103.23668,8.84,0.0936,2:03 AM UTC,3.56B,2.16B,33.32B,3/10/2022
HEX-USD,-,0.13795054,0.02,0.1444,2:03 AM UTC,22.80M,22.11M,23.92B,3/10/2022
AVAX-USD,-,87.2349,2.66,0.0314,2:03 AM UTC,1.49B,1.17B,23.31B,3/10/2022
DOT-USD,-,21.301025,0.43,0.0207,2:03 AM UTC,1.16B,1.24B,21.04B,3/10/2022
DOGE-USD,-,0.13692169,0.01,0.0385,2:03 AM UTC,1.85B,823.99M,18.17B,3/10/2022
BUSD-USD,-,1.0005631,0,0.0017,2:03 AM UTC,6.47B,8.20B,17.64B,3/10/2022
UST-USD,-,0.999811,0,-0.0032,2:03 AM UTC,579.44M,409.86M,15.85B,3/10/2022
SHIB-USD,-,2.47E-05,0,0.0141,2:03 AM UTC,1.28B,1.23B,13.55B,3/10/2022
MATIC-USD,-,1.632902,0.08,0.0522,2:03 AM UTC,945.69M,1.29B,12.58B,3/10/2022
WBTC-USD,-,44115.93,1309.28,0.0306,2:03 AM UTC,175.76M,220.80M,12.10B,3/10/2022
CRO-USD,-,0.44905773,0.01,0.0342,2:03 AM UTC,80.73M,146.28M,11.34B,3/10/2022
DAI-USD,-,0.99926275,0,-0.0005,2:03 AM UTC,356.79M,383.47M,9.73B,3/10/2022
LTC-USD,-,125.89794,4.52,0.0373,2:03 AM UTC,977.22M,924.90M,8.80B,3/10/2022
ATOM-USD,-,29.560774,1.37,0.0488,2:03 AM UTC,992.98M,1.22B,8.47B,3/10/2022
NEAR-USD,-,12.645702,0.55,0.0459,2:03 AM UTC,865.61M,733.92M,8.35B,3/10/2022
LINK-USD,-,16.025686,0.24,0.015,2:03 AM UTC,770.71M,1.08B,7.48B,3/10/2022
UNI1-USD,-,10.72615,0.69,0.069,2:03 AM UTC,314.90M,269.36M,7.39B,3/10/2022
BCH-USD,-,364.2786,6.81,0.0191,2:03 AM UTC,4.20B,4.42B,6.93B,3/10/2022
FTT-USD,-,49.832066,3.76,0.0817,2:03 AM UTC,255.41M,170.06M,6.85B,3/10/2022
WTRX-USD,-,0.06571197,0,0.026,2:03 AM UTC,1.39M,-,6.68B,3/10/2022
TRX-USD,-,0.06569739,0,0.0266,2:03 AM UTC,921.58M,1.01B,6.68B,3/10/2022
ETC-USD,-,46.714718,2.61,0.0592,2:03 AM UTC,3.41B,569.72M,6.25B,3/10/2022
BTC-USD,-,44912.125,1916.96,0.0446,2:37 PM UTC,35.39B,26.88B,853.04B,3/11/2022
ETH-USD,-,3174.2385,143.67,0.0474,2:36 PM UTC,18.45B,14.77B,381.25B,3/11/2022
USDT-USD,-,1.0005146,0,0,2:36 PM UTC,80.20B,58.26B,81.00B,3/11/2022
BNB-USD,-,419.12686,11.73,0.0288,2:36 PM UTC,1.88B,2.08B,69.20B,3/11/2022
USDC-USD,-,0.9999976,0,0.0002,2:36 PM UTC,4.54B,"1,814.96B",52.52B,3/11/2022
XRP-USD,-,0.8410561,0.01,0.0085,2:37 PM UTC,2.00B,2.26B,40.47B,3/11/2022
ADA-USD,-,1.1295643,-0.04,-0.0346,2:36 PM UTC,3.01B,1.57B,38.09B,3/11/2022
LUNA1-USD,-,94.008835,1.56,0.0169,2:36 PM UTC,1.82B,2.51B,33.76B,3/11/2022
SOL-USD,-,102.88256,2.5,0.0249,2:36 PM UTC,2.90B,2.18B,33.22B,3/11/2022
HEX-USD,-,0.1460355,0.01,0.0669,2:36 PM UTC,21.80M,22.11M,25.32B,3/11/2022
AVAX-USD,-,86.33372,1.02,0.0119,2:36 PM UTC,1.50B,1.17B,23.07B,3/11/2022
DOT-USD,-,21.060633,0.48,0.0235,2:36 PM UTC,1.20B,1.24B,20.80B,3/11/2022
DOGE-USD,-,0.13550448,0,0.0079,2:37 PM UTC,1.07B,837.40M,17.98B,3/11/2022
BUSD-USD,-,1.0002275,0,-0.0003,2:35 PM UTC,6.72B,8.18B,17.66B,3/11/2022
UST-USD,-,1.0013368,0,-0.0022,2:35 PM UTC,613.75M,411.69M,15.94B,3/11/2022
SHIB-USD,-,2.50E-05,0,0.0238,2:36 PM UTC,1.14B,1.23B,13.73B,3/11/2022
MATIC-USD,-,1.6494945,0.03,0.0164,2:36 PM UTC,914.90M,1.29B,12.70B,3/11/2022
WBTC-USD,-,44826.066,1859.22,0.0433,2:35 PM UTC,197.38M,220.49M,12.30B,3/11/2022
CRO-USD,-,0.46511373,0.03,0.0654,2:36 PM UTC,93.70M,145.59M,11.75B,3/11/2022
DAI-USD,-,0.9994492,0,-0.0001,2:36 PM UTC,432.27M,383.36M,9.70B,3/11/2022
LTC-USD,-,126.45053,5.28,0.0436,2:37 PM UTC,996.59M,925.84M,8.84B,3/11/2022
ATOM-USD,-,29.399935,1.11,0.0391,2:36 PM UTC,979.34M,1.22B,8.42B,3/11/2022
NEAR-USD,-,12.567682,0.41,0.0338,2:35 PM UTC,860.65M,735.91M,8.30B,3/11/2022
LINK-USD,-,16.308268,0.35,0.0222,2:36 PM UTC,743.96M,1.07B,7.62B,3/11/2022
UNI1-USD,-,11.013656,0.78,0.0759,2:36 PM UTC,337.88M,269.82M,7.59B,3/11/2022
FTT-USD,-,51.151314,4.35,0.093,2:36 PM UTC,333.51M,170.78M,7.03B,3/11/2022
BCH-USD,-,362.81308,7.63,0.0215,2:36 PM UTC,4.72B,4.41B,6.90B,3/11/2022
WTRX-USD,-,0.06586191,0,0.0166,2:35 PM UTC,1.05M,-,6.70B,3/11/2022
TRX-USD,-,0.06578251,0,0.0145,2:36 PM UTC,903.34M,1.01B,6.69B,3/11/2022
ETC-USD,-,48.125957,4.46,0.1021,2:36 PM UTC,3.90B,601.63M,6.44B,3/11/2022
BTC-USD,-,44210.332,-687.5,-0.0153,2:53 PM UTC,22.36B,26.99B,839.75B,3/12/2022
ETH-USD,-,3112.2097,-65.83,-0.0207,2:53 PM UTC,12.20B,14.83B,373.84B,3/12/2022
USDT-USD,-,1.0004286,0,-0.0001,2:53 PM UTC,50.13B,58.42B,81.35B,3/12/2022
BNB-USD,-,412.24017,-7.53,-0.0179,2:53 PM UTC,1.32B,2.08B,68.07B,3/12/2022
USDC-USD,-,0.9998311,0,0,2:53 PM UTC,3.09B,"1,814.98B",51.91B,3/12/2022
XRP-USD,-,0.82752377,-0.01,-0.0145,2:53 PM UTC,1.32B,2.26B,39.82B,3/12/2022
ADA-USD,-,1.119739,-0.01,-0.0061,2:53 PM UTC,1.80B,1.58B,37.76B,3/12/2022
SOL-USD,-,99.95525,-2.93,-0.0285,2:53 PM UTC,1.61B,2.18B,32.48B,3/12/2022
LUNA1-USD,-,89.92005,-4.39,-0.0466,2:53 PM UTC,1.34B,2.50B,32.17B,3/12/2022
HEX-USD,-,0.14031407,-0.01,-0.0373,2:53 PM UTC,12.79M,22.03M,24.33B,3/12/2022
AVAX-USD,-,85.04704,-1.38,-0.016,2:53 PM UTC,864.91M,1.17B,22.73B,3/12/2022
DOT-USD,-,20.751097,-0.33,-0.0158,2:53 PM UTC,699.16M,1.24B,20.49B,3/12/2022
BUSD-USD,-,0.9991076,0,-0.0012,2:53 PM UTC,3.64B,8.20B,17.55B,3/12/2022
DOGE-USD,-,0.13227673,0,-0.0237,2:53 PM UTC,696.85M,840.01M,17.55B,3/12/2022
UST-USD,-,1.0009935,0,-0.0005,2:53 PM UTC,340.70M,415.98M,16.07B,3/12/2022
SHIB-USD,-,2.42E-05,0,-0.0324,2:53 PM UTC,629.59M,1.23B,13.30B,3/12/2022
MATIC-USD,-,1.5829929,-0.07,-0.0411,2:53 PM UTC,571.19M,1.26B,12.19B,3/12/2022
WBTC-USD,-,44241.46,-611.88,-0.0136,2:53 PM UTC,128.44M,220.64M,12.14B,3/12/2022
CRO-USD,-,0.45094332,-0.01,-0.0308,2:53 PM UTC,69.63M,142.85M,11.39B,3/12/2022
DAI-USD,-,0.999456,0,-0.0002,2:53 PM UTC,230.94M,383.82M,9.68B,3/12/2022
LTC-USD,-,123.04252,-3.56,-0.0281,2:53 PM UTC,665.13M,921.05M,8.60B,3/12/2022
